Frame,SubFrame,LASI_X,LASI_Y,LASI_Z,RASI_X,RASI_Y,RASI_Z,LPSI_X,LPSI_Y,LPSI_Z,RPSI_X,RPSI_Y,RPSI_Z,LTHI_X,LTHI_Y,LTHI_Z,LKNE_X,LKNE_Y,LKNE_Z,LANK_X,LANK_Y,LANK_Z,LHEE_X,LHEE_Y,LHEE_Z,LP1M_X,LP1M_Y,LP1M_Z,LTOE_X,LTOE_Y,LTOE_Z,LD5M_X,LD5M_Y,LD5M_Z,LLCA_X,LLCA_Y,LLCA_Z,RTHI_X,RTHI_Y,RTHI_Z,RKNE_X,RKNE_Y,RKNE_Z,RANK_X,RANK_Y,RANK_Z,RHEE_X,RHEE_Y,RHEE_Z,RP1M_X,RP1M_Y,RP1M_Z,RTOE_X,RTOE_Y,RTOE_Z,RD5M_X,RD5M_Y,RD5M_Z,RLCA_X,RLCA_Y,RLCA_Z
35,0.0,753.403442,221.199875,912.461548,731.489746,512.057617,902.543884,973.20752,378.28067,834.76947,870.538452,366.886444,1453.943115,861.171021,191.157684,835.035278,765.531494,295.623291,469.567566,891.616943,256.291718,71.387863,914.700562,272.313782,23.988583,741.153564,288.397827,24.957083,693.314758,243.166748,18.927729,778.374023,202.37207,16.241312,893.506897,336.646118,18.439623,877.226074,543.379883,823.358765,772.874695,448.870819,465.646606,897.700317,481.335388,72.337814,914.257874,469.453796,19.96298,745.194275,435.366058,25.017548,694.823853,477.991669,19.034218,781.766541,523.123413,18.278017,896.005066,402.021393,20.593966
36,0.0,753.349854,221.384369,912.163025,731.555786,512.098816,902.57196,973.191406,378.278595,834.766296,870.581665,366.847473,1453.9198,861.225586,191.161346,835.026733,765.554443,295.65683,469.59549,891.656067,256.268707,71.329712,914.687195,272.33371,23.980707,741.210022,288.376648,24.913294,693.327332,243.160065,18.9102,778.370789,202.440094,16.240227,893.690369,337.316498,18.12545,877.282898,543.39447,823.359497,772.861572,448.809998,465.618744,897.692261,481.306793,72.323242,914.288818,469.47406,19.992865,745.236816,435.359985,24.999128,694.755859,477.975098,19.057457,781.809143,523.143677,18.318018,896.038452,402.008881,20.572893
37,0.0,753.397095,221.393661,912.171631,731.57843,512.082825,902.564331,973.225708,378.309326,834.730896,870.739685,366.661713,1453.911011,861.241516,191.156342,835.023926,765.546692,295.63031,469.593567,891.702576,256.278992,71.361137,914.695679,272.305176,23.980461,741.193481,288.376495,24.916859,693.308167,243.120453,18.936527,778.430481,202.417526,16.222864,893.675415,337.021729,18.462395,877.284729,543.381287,823.372803,772.876709,448.8862,465.633575,897.685303,481.257202,72.27166,914.291748,469.43692,19.984985,745.265808,435.381714,24.999596,694.861572,478.023865,19.034988,781.783508,523.139587,18.275898,896.025452,402.01062,20.58794
38,0.0,753.416748,221.397018,912.153809,731.634827,512.124817,902.572144,973.295288,378.292694,834.714661,870.614563,366.815735,1453.921509,861.257324,191.122253,835.020264,765.573608,295.638184,469.587311,891.689941,256.298859,71.325867,914.69989,272.31723,23.967342,741.254272,288.382202,24.83119,693.291565,243.124817,18.914766,778.421692,202.448212,16.235407,893.44458,336.579956,18.433424,877.350098,543.3797,823.360901,772.85321,448.877563,465.634277,897.696655,481.30719,72.349205,914.277588,469.448029,19.924706,745.26001,435.380096,24.963036,694.805054,477.961609,19.033159,781.802429,523.124268,18.25029,896.020569,401.995087,20.576118
39,0.0,753.486938,221.393234,912.186462,731.689087,512.113831,902.578796,973.317261,378.28186,834.724731,870.921448,366.319153,1453.640747,861.318298,191.155533,834.999512,765.5755,295.675171,469.596313,891.679626,256.293671,71.315514,914.701477,272.305145,23.987568,741.244568,288.371643,24.821741,693.300903,243.159393,18.908358,778.375732,202.436661,16.211004,893.306396,336.738037,17.986635,877.404907,543.375977,823.348328,772.876953,448.900757,465.644409,897.704895,481.297424,72.217896,914.260803,469.478333,19.903269,745.285156,435.423737,25.008982,694.88208,478.012939,18.98036,781.814636,523.130859,18.240953,896.039795,402.009888,20.541065
40,0.0,753.532349,221.40802,912.225769,731.745728,512.145996,902.596375,973.346375,378.270081,834.717468,870.720886,366.778412,1453.952759,861.333435,191.186371,834.996216,765.595398,295.681274,469.601257,891.703735,256.294464,71.328331,914.721375,272.333313,23.978788,741.156738,288.419342,24.907093,693.3526,243.171127,18.90629,778.360046,202.440308,16.23119,893.660339,336.772797,18.695553,877.463013,543.40094,823.345581,772.921509,448.940552,465.663025,897.720398,481.33609,72.337875,914.280823,469.506561,19.920061,745.253113,435.36853,24.965784,694.89209,478.048187,19.018137,781.747498,523.18042,18.25449,896.105835,402.013245,20.56296
41,0.0,753.550964,221.410736,912.246948,731.817688,512.183594,902.60083,973.375793,378.281464,834.707336,870.754761,366.727478,1453.973755,861.312561,191.177231,835.018066,765.589783,295.691315,469.595032,891.676086,256.285461,71.337692,914.674133,272.311279,23.994484,741.17041,288.418427,24.897297,693.329346,243.174713,18.900093,778.422974,202.452637,16.188047,893.399536,336.567413,18.339355,877.497559,543.384094,823.346497,772.914551,448.910004,465.656372,897.671631,481.249023,72.237831,914.319824,469.474213,19.948629,745.201843,435.336639,25.025223,694.789673,477.993683,19.059013,781.771301,523.147949,18.252893,896.052246,402.015198,20.588203
42,0.0,753.567627,221.400375,912.254272,731.854919,512.15033,902.633606,973.455017,378.238007,834.69519,870.757385,366.753662,1453.99231,861.369934,191.202621,835.014465,765.593567,295.683502,469.590271,891.635925,256.286865,71.373833,914.681396,272.322113,24.002546,741.142212,288.438599,24.962555,693.281799,243.15184,18.908272,778.406067,202.43103,16.228159,893.761597,337.063934,18.618736,877.53241,543.356995,823.345764,772.915466,448.909149,465.654602,897.705688,481.222382,72.235954,914.27533,469.456757,19.929741,745.230591,435.372955,24.997023,694.808777,477.978119,19.072292,781.764526,523.112122,18.298744,896.011536,402.021423,20.589851
43,0.0,753.570007,221.402466,912.257385,731.923157,512.175232,902.642395,973.494995,378.249939,834.65564,870.832886,366.717346,1454.018921,861.413513,191.169327,835.024963,765.63031,295.67453,469.633667,891.65033,256.28299,71.380302,914.704041,272.290619,23.984669,741.206726,288.394653,24.873533,693.316833,243.156937,18.919622,778.405884,202.425385,16.226437,893.562988,336.879761,18.359295,877.600464,543.36554,823.325012,772.968201,448.909943,465.654572,897.703186,481.285034,72.367531,914.28772,469.439331,19.962032,745.226685,435.329132,25.038242,694.884521,478.031036,19.017311,781.764954,523.121521,18.272867,896.0625,402.007538,20.579069
44,0.0,753.651367,221.37236,912.277832,731.988281,512.194519,902.633606,973.523315,378.262451,834.62854,870.86554,366.715851,1454.03125,861.446777,191.167007,835.019836,765.60144,295.651764,469.634583,891.670166,256.273712,71.322655,914.690552,272.324738,23.982843,741.214722,288.367188,24.906927,693.370972,243.145432,18.899906,778.422791,202.400436,16.212143,893.583069,336.768005,18.610458,877.641174,543.352722,823.331421,772.99707,448.901489,465.669617,897.735046,481.309418,72.301376,914.296204,469.436401,19.96422,745.276123,435.365326,24.992857,694.870544,478.026611,18.991486,781.764404,523.112976,18.270657,896.00824,401.988647,20.554911
45,0.0,753.688354,221.394791,912.274902,732.042542,512.200684,902.627441,973.573914,378.259521,834.595276,870.951294,366.648315,1453.987427,861.475769,191.18158,834.982605,765.612854,295.65921,469.632507,891.67688,256.295837,71.333755,914.700623,272.290192,23.97254,741.250244,288.378845,24.801689,693.344116,243.179916,18.892662,778.413818,202.404968,16.242323,893.419434,336.583252,18.406118,877.687073,543.371338,823.337646,773.019775,448.896454,465.668884,897.739319,481.338837,72.307259,914.331299,469.479767,19.9055,745.288818,435.323944,24.994263,694.81958,478.007507,19.044767,781.780029,523.116821,18.300394,896.008789,401.98587,20.528215
46,0.0,753.706421,221.41272,912.284241,732.07312,512.214783,902.607666,973.620422,378.269989,834.577942,871.058228,366.58493,1454.035034,861.521729,191.193481,835.010742,765.618225,295.688202,469.657379,891.68335,256.287292,71.313095,914.682251,272.330444,24.008766,741.182129,288.418884,24.849417,693.327576,243.155716,18.901148,778.403259,202.446442,16.227531,893.529968,337.232208,17.933762,877.730042,543.377625,823.328979,773.089966,448.925629,465.664032,897.743713,481.29425,72.266785,914.273987,469.456116,19.944328,745.258972,435.410309,25.036552,694.798218,477.997131,19.060724,781.775452,523.145935,18.281395,896.078674,401.991547,20.525154
47,0.0,753.713501,221.432419,912.278442,732.152649,512.266663,902.65509,973.657654,378.274658,834.6474,870.969543,366.686646,1453.991333,861.572388,191.189484,835.007141,765.624878,295.682098,469.647552,891.685913,256.283112,71.335159,914.695801,272.330139,23.992088,741.241699,288.387787,24.852322,693.333374,243.175781,18.908337,778.411926,202.406357,16.192135,893.274048,336.50705,18.208467,877.792542,543.393311,823.338989,773.140198,448.971771,465.665985,897.750977,481.283783,72.278862,914.282288,469.466766,19.884449,745.262024,435.396179,25.022011,694.821838,478.015076,19.044632,781.787659,523.148254,18.249535,896.063477,402.005859,20.554806
48,0.0,753.793335,221.412842,912.330444,732.16687,512.244568,902.638977,973.663086,378.270142,834.657715,871.120117,366.611267,1454.040527,861.587341,191.214127,835.010925,765.661072,295.67865,469.639282,891.650085,256.2659,71.3806,914.706177,272.298523,23.984802,741.210205,288.409454,24.910049,693.320007,243.178101,18.935215,778.413879,202.442139,16.210627,893.600159,336.856689,18.549181,877.84259,543.407654,823.339294,773.216797,448.998169,465.690552,897.748108,481.26474,72.203468,914.294739,469.474457,19.901958,745.301453,435.410828,25.012728,694.83606,478.025482,19.074268,781.810608,523.106567,18.248798,896.045776,402.018799,20.575151
49,0.0,753.814575,221.43927,912.278503,732.191284,512.229187,902.592529,973.70459,378.264618,834.658875,871.117737,366.645477,1454.024536,861.62738,191.237427,835.020081,765.697083,295.687805,469.643341,891.64502,256.251923,71.39283,914.701294,272.291199,23.986715,741.216675,288.366852,24.896568,693.360718,243.151886,18.926691,778.379883,202.406555,16.237364,893.400513,336.662872,18.288118,877.887329,543.422913,823.327515,773.27655,449.012329,465.675781,897.754517,481.329315,72.267776,914.329956,469.514404,19.897772,745.241272,435.377014,25.001411,694.83551,478.003296,19.055298,781.768921,523.151428,18.226933,896.073486,402.040863,20.584785
50,0.0,753.936584,221.320145,912.465881,732.253662,512.231567,902.626892,973.77771,378.2789,834.659302,871.445862,366.182098,1453.79895,861.6427,191.234543,835.017578,765.715759,295.688751,469.666718,891.624695,256.265594,71.352707,914.706299,272.321411,23.989374,741.169067,288.431519,24.913702,693.321838,243.162338,18.926964,778.376709,202.44545,16.209345,893.516357,336.771912,18.407259,877.927612,543.420227,823.359741,773.355652,449.029663,465.670776,897.743042,481.300629,72.259247,914.231079,469.55246,19.688604,745.2724,435.371307,25.046049,694.836731,477.980835,19.10256,781.815979,523.128784,18.251106,896.048706,402.054291,20.546875
51,0.0,753.950867,221.310562,912.470398,732.281677,512.296936,902.621155,973.787903,378.299286,834.653748,871.249939,366.598175,1453.988647,861.675049,191.24614,835.00415,765.729675,295.675629,469.655579,891.655212,256.281006,71.321777,914.691406,272.316528,23.970961,741.191467,288.390442,24.883095,693.324097,243.144028,18.902378,778.402283,202.421021,16.221691,893.494141,336.951263,18.194077,877.986511,543.431152,823.374146,773.391663,449.033875,465.660767,897.762329,481.314209,72.256462,914.386719,469.504639,19.809509,745.331482,435.404755,25.009932,694.831665,477.999298,19.054512,781.784058,523.111633,18.250221,896.071716,402.040405,20.536518
52,0.0,754.031982,221.326385,912.434204,732.341492,512.304077,902.6521,973.823486,378.270966,834.651001,871.318665,366.581604,1454.038818,861.711365,191.261581,834.972595,765.763855,295.707581,469.671265,891.682556,256.285767,71.308403,914.722046,272.318939,23.965952,741.215149,288.411774,24.886404,693.323303,243.1763,18.910835,778.384949,202.444931,16.225704,893.575256,336.59787,18.680853,877.990784,543.449646,823.408691,773.421326,449.04126,465.689331,897.797302,481.377777,72.259087,914.375183,469.505585,19.803719,745.27887,435.363892,25.00547,694.840271,478.010406,19.099934,781.795532,523.124756,18.258442,896.088745,402.032318,20.527594
53,0.0,753.989746,221.409607,912.324646,732.397461,512.316528,902.649048,973.872803,378.303009,834.638916,871.591553,366.153931,1453.759033,861.768921,191.257446,835.005249,765.799438,295.723694,469.699677,891.706421,256.261108,71.31337,914.710022,272.328735,23.992739,741.155334,288.439728,24.948063,693.322693,243.154633,18.918018,778.40979,202.432846,16.206112,893.484436,336.569977,18.50419,878.090698,543.445618,823.36554,773.414429,448.999817,465.710327,897.776184,481.326935,72.242836,914.381592,469.51001,19.800516,745.347778,435.428802,25.058374,694.86261,477.969543,19.071093,781.776733,523.123291,18.274666,896.125916,402.020386,20.527042
54,0.0,754.015503,221.420685,912.334778,732.438354,512.336792,902.641968,973.921509,378.296204,834.677856,871.426086,366.565033,1454.031494,861.820007,191.278061,835.008362,765.819824,295.710358,469.688202,891.720947,256.290741,71.321312,914.686829,272.330505,23.988684,741.258972,288.41333,24.89814,693.331726,243.142487,18.917213,778.392883,202.417862,16.228535,893.668579,336.903046,18.48213,878.12439,543.453125,823.380737,773.477295,449.033752,465.700134,897.774048,481.328125,72.23748,914.33606,469.506714,19.768913,745.255432,435.372681,25.040703,694.855652,478.022552,19.096869,781.781799,523.10791,18.248688,896.085999,402.032471,20.522133
55,0.0,754.03772,221.426666,912.336609,732.49939,512.295166,902.631287,973.966248,378.290009,834.643677,871.533875,366.470947,1454.021606,861.83783,191.270706,835.012329,765.82843,295.716675,469.693695,891.662598,256.285309,71.361977,914.688904,272.308228,24.003113,741.189331,288.420837,24.929604,693.3349,243.148422,18.897083,778.401489,202.427368,16.200527,893.480103,336.775513,18.371054,878.178528,543.454163,823.372314,773.495239,449.042755,465.68808,897.790161,481.305664,72.234619,914.35437,469.493622,19.829304,745.301941,435.39859,25.004044,694.840332,477.959167,19.060402,781.779297,523.129517,18.28476,896.085449,402.01828,20.562202
56,0.0,754.063843,221.438507,912.349304,732.564758,512.328491,902.644104,973.996094,378.305817,834.675049,871.609741,366.444275,1454.030518,861.858215,191.276031,835.019836,765.835205,295.704071,469.690613,891.674866,256.299591,71.371872,914.696289,272.318237,24.006506,741.190186,288.419739,24.93388,693.331604,243.157333,18.926435,778.448547,202.454605,16.237263,893.334656,336.4505,18.41736,878.21875,543.422913,823.336609,773.544189,449.05722,465.702118,897.783264,481.302155,72.252472,914.325317,469.506348,19.909134,745.263489,435.339905,24.982534,694.829468,477.998322,19.074982,781.808472,523.148499,18.333548,896.06543,402.021423,20.57357
57,0.0,754.086182,221.456207,912.325562,732.594055,512.335327,902.657837,974.028137,378.277344,834.614746,871.573303,366.276733,1453.684082,861.905701,191.295181,835.017273,765.855774,295.718628,469.687195,891.668823,256.279968,71.344528,914.689514,272.311676,24.004349,741.201904,288.361023,24.918251,693.360229,243.171051,18.91288,778.360352,202.366135,16.248934,893.744995,336.811859,18.814997,878.249207,543.432861,823.358704,773.544983,449.071442,465.688416,897.794434,481.372589,72.350471,914.311096,469.511902,19.852377,745.321289,435.391205,25.053446,694.87616,477.990936,19.053024,781.807129,523.118347,18.2687,896.078796,402.020386,20.574274
58,0.0,754.159241,221.440552,912.348633,732.617615,512.355713,902.672058,974.108093,378.277618,834.625854,871.820923,366.280853,1453.982056,861.972839,191.288162,835.017456,765.88739,295.733063,469.717407,891.737305,256.264679,71.369637,914.719238,272.294159,23.963358,741.156555,288.403473,24.957842,693.351746,243.16832,18.902647,778.384033,202.41008,16.21962,893.650574,336.750244,18.690798,878.282898,543.441833,823.350281,773.562561,449.088348,465.713593,897.798218,481.339508,72.251595,914.379883,469.496796,19.813959,745.296326,435.425476,25.033789,694.850159,477.991913,19.081984,781.803711,523.115295,18.255608,896.073486,402.055267,20.590919
59,0.0,754.175354,221.495239,912.349365,732.636658,512.348999,902.674316,974.098877,378.288757,834.597778,871.856934,366.147064,1453.754883,861.979004,191.28804,835.012268,765.879211,295.718262,469.689667,891.692688,256.280243,71.303047,914.705017,272.319672,23.951771,741.206482,288.431793,24.909014,693.336792,243.144852,18.906515,778.384338,202.480072,16.230825,893.47644,336.994568,18.003202,878.285645,543.451721,823.354553,773.600708,449.122498,465.744659,897.791138,481.34082,72.246834,914.402588,469.512085,19.781313,745.313904,435.393219,25.055084,694.878479,478.005798,19.052902,781.791077,523.159119,18.265474,896.121643,402.046753,20.550587
60,0.0,754.196533,221.482376,912.3526,732.67981,512.370239,902.646606,974.118774,378.282562,834.58844,871.911621,366.326721,1453.987061,862.031006,191.298477,834.982117,765.911072,295.728333,469.711548,891.733337,256.285614,71.304161,914.71698,272.304871,23.937973,741.237244,288.400146,24.850636,693.343628,243.160538,18.908394,778.415039,202.407166,16.240238,893.519287,336.709595,18.490429,878.292358,543.446838,823.355347,773.608643,449.114624,465.693298,897.785767,481.317108,72.171219,914.398743,469.531982,19.748352,745.325134,435.445587,25.054258,694.839539,478.039459,19.105648,781.77771,523.147339,18.25083,896.092651,402.045746,20.541157
61,0.0,754.251465,221.502731,912.320984,732.71637,512.368896,902.642456,974.133362,378.311554,834.563904,871.881409,366.40271,1453.999756,862.053589,191.295975,834.962463,765.901123,295.718506,469.674438,891.709839,256.287201,71.314491,914.695313,272.33313,23.951355,741.225586,288.406403,24.872812,693.337585,243.183685,18.876989,778.37677,202.449371,16.223106,893.533325,336.652771,18.546022,878.327698,543.446838,823.351074,773.607666,449.107941,465.699005,897.788086,481.302124,72.156723,914.391907,469.527069,19.753828,745.351196,435.521484,25.054138,694.823792,477.981201,19.083567,781.770752,523.151611,18.244675,896.071411,402.026855,20.541729
62,0.0,754.283569,221.516968,912.323792,732.742737,512.353882,902.6651,974.241638,378.291656,834.550964,871.875916,366.498993,1453.971802,862.064087,191.299179,834.980042,765.885803,295.713135,469.685272,891.689514,256.263519,71.353531,914.665649,272.320129,23.944357,741.208069,288.436188,24.893021,693.375122,243.176865,18.890377,778.395081,202.437408,16.182178,893.520447,337.044342,18.093645,878.369446,543.452759,823.347473,773.61084,449.10495,465.689392,897.834839,481.4664,72.297661,914.372498,469.535095,19.796116,745.290527,435.394714,25.063883,694.859497,478.035858,19.0373,781.797668,523.119263,18.189957,896.090576,402.027618,20.536106
63,0.0,754.323669,221.476044,912.321289,732.792297,512.341431,902.690125,974.264526,378.292145,834.568848,872.189148,366.08667,1453.69812,862.087158,191.277054,834.970459,765.891968,295.688385,469.731476,891.634766,256.29129,71.372162,914.691833,272.335846,24.016695,741.205933,288.38382,24.837994,693.358032,243.201981,18.9046,778.418335,202.446075,16.2425,893.482788,336.599365,18.526085,878.4104,543.462158,823.38092,773.606384,449.111664,465.706604,897.762512,481.334076,72.178436,914.340088,469.524719,19.848301,745.293945,435.363586,25.03772,694.841248,477.999359,19.058882,781.796326,523.136597,18.249487,896.031555,402.024567,20.546759
64,0.0,754.351563,221.481171,912.333679,732.833496,512.339172,902.735657,974.286011,378.280212,834.555786,871.965088,366.470581,1453.899536,862.179077,191.263794,834.987549,765.894592,295.689514,469.7659,891.66217,256.268738,71.403542,914.67334,272.312866,24.010347,741.130493,288.40744,24.99671,693.339233,243.165207,18.935976,778.358643,202.413239,16.23427,893.474304,336.576904,18.550966,878.471436,543.456116,823.362305,773.606201,449.092804,465.774567,897.747131,481.336029,72.22538,914.328003,469.521027,19.881269,745.327148,435.428619,25.068926,694.836121,477.97406,19.089863,781.823486,523.178101,18.297546,896.070801,402.043152,20.563198
65,0.0,754.433105,221.488647,912.318481,732.856201,512.333923,902.733704,974.351379,378.285736,834.528992,872.125916,366.40564,1453.99585,862.272156,191.26178,834.998657,765.908508,295.715973,469.748993,891.708801,256.26593,71.37941,914.701965,272.309509,24.02693,741.172913,288.410919,24.940119,693.365967,243.173035,18.937449,778.380554,202.434402,16.266415,893.463318,336.456207,18.623386,878.477966,543.439575,823.368103,773.643799,449.094818,465.777924,897.785889,481.375732,72.342018,914.368958,469.500977,19.850313,745.334717,435.465088,25.100164,694.822937,478.007202,19.092995,781.785461,523.164429,18.339966,896.077942,402.039459,20.571148
66,0.0,754.497498,221.512955,912.280029,732.900574,512.292236,902.738342,974.356812,378.281219,834.474915,872.169434,366.457703,1453.999023,862.341003,191.27327,834.978088,765.910217,295.692108,469.770691,891.745911,256.28775,71.333061,914.687683,272.282227,23.985918,741.165344,288.430023,24.976061,693.321289,243.150848,18.925507,778.377136,202.418335,16.205904,893.607544,336.810547,18.597113,878.493347,543.417603,823.371704,773.66095,449.050934,465.751312,897.773865,481.310913,72.250053,914.401245,469.500244,19.831528,745.323303,435.463593,25.069366,694.81842,477.99054,19.102606,781.813782,523.108582,18.253036,896.087646,402.049683,20.583988
67,0.0,754.55658,221.49321,912.287598,732.971436,512.28479,902.738464,974.423218,378.314667,834.461792,872.433594,366.080872,1453.717163,862.370422,191.270645,834.919617,765.981934,295.631012,469.743286,891.697205,256.293274,71.295807,914.697021,272.329559,23.956207,741.164368,288.40097,24.906801,693.315186,243.141281,18.922901,778.414001,202.432053,16.218374,893.429321,336.78717,18.291433,878.55835,543.43158,823.33606,773.666748,449.084167,465.760712,897.78363,481.302155,72.161537,914.366943,469.519745,19.775696,745.32074,435.463165,25.04319,694.837769,477.961853,19.074345,781.782593,523.131592,18.268524,896.054688,402.077026,20.537971
68,0.0,754.636841,221.484314,912.261292,733.021118,512.265076,902.712952,974.43811,378.333527,834.48645,872.283386,366.474396,1453.934326,862.442688,191.246887,834.911377,765.992249,295.656738,469.709595,891.699646,256.280518,71.278008,914.672058,272.324432,23.932804,741.209106,288.399689,24.828657,693.314514,243.151154,18.916368,778.403503,202.459442,16.225803,893.741272,337.325958,18.274723,878.578979,543.420898,823.290222,773.716919,449.051453,465.737579,897.800537,481.30484,72.166405,914.386292,469.513855,19.751003,745.330444,435.413635,25.017437,694.835815,478.022491,19.064926,781.792908,523.173889,18.26527,896.108582,402.034546,20.566732
69,0.0,754.667419,221.463013,912.297119,733.038391,512.23468,902.755554,974.469482,378.288605,834.419739,872.506165,366.321777,1453.976929,862.485107,191.236191,834.937439,766.002014,295.661835,469.773529,891.671143,256.286926,71.327171,914.676331,272.318481,23.992239,741.250061,288.370117,24.819759,693.314819,243.157516,18.88052,778.381348,202.429382,16.200727,893.628113,336.834442,18.594797,878.644165,543.441772,823.306641,773.744385,449.045746,465.706482,897.797791,481.304626,72.185562,914.350586,469.513611,19.774155,745.298401,435.470764,25.053465,694.847168,478.022034,19.063877,781.799133,523.159058,18.238821,896.089355,402.054474,20.582125
70,0.0,754.699585,221.450226,912.322998,733.062195,512.234924,902.735291,974.551697,378.297791,834.473145,872.638489,366.102509,1453.743408,862.52002,191.258713,834.935059,766.028259,295.654205,469.750885,891.674255,256.246826,71.356339,914.656982,272.310394,23.993137,741.234375,288.37674,24.894215,693.365479,243.164429,18.913393,778.374817,202.455353,16.243645,893.487,336.812988,18.278799,878.700378,543.414307,823.294128,773.748962,449.059021,465.741608,897.808289,481.322693,72.186836,914.30957,469.510315,19.852909,745.315125,435.434998,25.005299,694.843018,478.012146,19.095095,781.805298,523.164185,18.266048,896.097229,402.04361,20.589788
